,Unnamed: 0,price,superficie_habitable,superficie_terrain,codeP,gouvernorat,delegation,localite,adresse,anneeConst,nbpiece,typeImm,fonds,plein_air,salle_de_bain,constructible,service,chauffage,climatisation,cuisine,installations_sportives,description
4082,4082,165000.0,150.0,150.0,,TUNIS,EL MENZAH,Jardins d'el Menzah,jardin d'el menzah 1,,0,appartement,,,,,,,,,,"la rosa immobilière met en vente appartement s+1 lux situé au 4 eme étage avec ascenseur, caméra de surveillance, quartier calme résidentiel prés de toutes les commodités se compose d un salon en marbre blanc avec balcon , une chambre à coucher donnant sur un terrasse , une cuisine indépendante équipé plaque hotte complété par un séchoir , salle d 'eau , chauffage centrale , deux climatiseurs , stores électriques , double vitrage , vidéophone  et place de parking sous sol pour visite contacter notre agence à menzah 9 tel  20818745"
4091,4091,728000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardin de carthage,,0,appartement,,,,,,,,,,"arcane immobilière met en vente un appartement s 3 au rez de chaussé de superficie 171 m2 ,avec un très beau jardin . l'appartement est composé d'un salon marbré , une salle d'eau , une grande cuisine équipée avec séchoir donnant sur un escalier qui mène vers le jardin ,des dressings pour rangement dans chaque chambre , deux chambres très spacieuses et une suite parentale / un gardecorps vitré fait le l'appartement db160"
4098,4098,130000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,,,0,appartement,,,,,,,,,,un appartement s1 au milieu de bardo  prix 130 mille négociable  24706502 asma
4106,4106,235000.0,150.0,150.0,,TUNIS,LA MARSA,El Aouina,l'aouina à coté du nouveau monoprix,,0,appartement,,,,,,,,,,appartement neuf jamais habité s+2 avec séchoir chauffage centrale et place de parking. agence immobilière et samsara prière de s'abstenir. visite les aprèsmidi 95687845
4112,4112,240000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,bardo el hedi chaker,,0,appartement,,,,,,,,,,offre de vente d'un appart s+3 haut standing avec place pour voiture .sise proximité mg el hedi chaker le bardo. prix  245md + frais de commission 2%
4132,4132,345000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,,,0,appartement,,,,,,,,,,"a vendre appartement s2 avec ppkss à cité wahat  emplacement   ain zaghouan nord   superficie  140m2  composition    grand salon avec balcon.   cuisine équipée +séchoir .  2 chambres à coucher avec dressing .   salle d'eau  salle de bain avec jaccouzi  chauffage central.  prix   345000dt  pour plus d'informations, veuillez contacter le  22221414 ou 95108000"
4138,4138,540000.0,150.0,150.0,,TUNIS,LA MARSA,Sidi Daoud,,,0,appartement,,,,,,,,,,"agence immobilière la croisette vous propose  réf  mz844 a vendre un appartement s+3 haut standing occupant le 2éme  étage d'une luxueuse résidence à sidi daoud . l'appartement est composé d'un salon , complété par un balcon, une cuisine entièrement équipée complétée par un séchoir, une salle d'eau invités , et de deux chambres à coucher avec dressing chacune , salle de bain, et une suite parentale avec jaccuzi . l'appartement dispose d’une place de parking. pour les offres similaires merci de taper la croisette immobilière"
4155,4155,6400000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardins de carthahge,,0,appartement,,,,,,,,,,"un appartement s+3 de haut standing avec un grand salon et une cuisine bien équipée ( hotte, plaque, four et lave vaisselle). une suite parentale et deux chambres à coucher avec dressing et une salle de bain"
4160,4160,210000.0,150.0,150.0,,TUNIS,EL MENZAH,El Manar 2,tunis el manar 2,,0,appartement,,,,,,,,,,"a vendre un appartement s+3 situé dans un quartier résidentiel bien sécurise et bon emplacement à manar 2 rue tarek ben ammar en face de colisée soula .  le surface de l'appartement est 140m² et il se compose d'un grand salon avec balcon,3 chambres spacieuses à coucher  , un salle de bain ,un salle d'eau , une cuisine équipé , gaz de ville , chauffage central et climatisation .  prix   210 000 md  frais de visite   20 dt  téléphone   22 982 062 / 71 871 06"
4164,4164,280000.0,150.0,150.0,,TUNIS,LA MARSA,Cite El Khalil,,,0,appartement,,,,,,,,,,l'affiche immo propose à la vente un joli s3 dans une résidence calme et sécurisée à la marsa.  il est composé dans sa partie jour d'un lumineux salon salle à manger une cuisine et une salle d'eau invités.  la partie nuit se compose de trois chambres à coucher et une salle de bain commune.    pour plus d'informations veuillez contacter votre conseiller boubaker mlayah au +216 55 990 007
4165,4165,240000.0,150.0,150.0,,TUNIS,EL MENZAH,El Menzah 9,,,0,appartement,,,,,,,,,,"la vitrine immo met à la vente un appartement s+2 avec balcon au dernier niveau d'une superficie de 100m² situé au 6ème étage dans une résidence en r+6 avec double ascenseur à menzah 7bis.  il se compose dans la partie jour d'un salon avec balcon, d'une cuisine agencée.  la partie nuit dessert un hall avec placard, deux chambres à coucher avec une salle de bain commune.  chauffage central, climatisation en split, interphone et une place de parking au soussol sont à votre disposition.  pour plus d'information veuillez contacter votre conseiller mr zied chakroun (58 309 927 / 71 238 600), négociateur en immobilier, lavitrineimmocom, l'agence immobilière nouvelle génération."
4182,4182,410000.0,150.0,150.0,,TUNIS,EL MENZAH,El Menzah 9,el manzeh 9c,,0,appartement,,,,,,,,,,agence immobilière propose à vendre un appartement très haut standing s +3  situé à el manzeh 9c au deuxième étage  il a une bonne orientation solaire  il contient  un salon avec balcon * une suite parentale(chambre+ dressing homme et femme+bloc sanitaire) * une cuisine équipée * une salle de bain * deux chambres avec placard * un hall d'entrée avec un grand placard  * un séchoir * une place de parking au soussol le prix est   410 milles dinars surface 159 m2 pour plus d'informations ou visite contacter 51544228 55531858
4217,4217,422500.0,150.0,150.0,,TUNIS,EL MENZAH,Jardins d'el Menzah,jardins d elmanzah 2,,0,appartement,,,,,,,,,,avendre jolie terains 313 m zone resdansiel très chic et calme titre individuel autorisation de bâtiments r2 situé à jardins d elmanzah2 visite 20d tel 50383815 ou 21250524 meher mselmi intermédiaire
4244,4244,240000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,,,0,appartement,,,,,,,,,,"cet appartement est situé au rezdechaussée d'une résidence gardée à bardo 2. l'entrée ouvre sur un salon tapissé de marbre . la cuisine est équipée d'une plaque, d'une hotte, d'un four et aménagée par des espaces de rangement . elle est complétée par une terrasse de 40 m² . la partie nuit loge trois chambres a coucher qui se partagent une salle de bain avec cabine de douche . une place de parking et un cellier sont disponible au soussol.  *la visite est gratuite  *pour plus d'informations veuillez contacter ce numero  23.260.240"
4255,4255,490000.0,150.0,150.0,,TUNIS,Carthage,Carthage,s3 jardin de carthage zav0191,,0,appartement,,,,,,,,,,"a vendre un appartement s+3 aux jardins de carthage composé d'un salon ,une cuisine équipée avec séchoir ,une salle d'eau, une suite parentale avec douche et dressing ,deux chambres à coucher avec des dressings et une salle de bain . une place de parking à 22000dt est disponible."
4271,4271,350000.0,150.0,150.0,,TUNIS,El Kram,Le Kram,,,0,appartement,,,,,,,,,,a vendre un appartement rez de chaussée situé à kram dans une nouvelles de r+2 des années 2013  l'appartement dispose un salon; deux chambres à coucher avec dressing; salle de bain; salle d'eau et une cuisine moderne bien équipé  l'appartement possède une place de parking sous sol; un cellier et une autre place de parking à l'extérieur privé  la surface habitable  129 m2  prix  350 000 dt  pour tous renseignements contacter 52 065 446
4281,4281,260000.0,150.0,150.0,,TUNIS,EL MENZAH,El Manar 1,en face clinique el manar,,0,appartement,,,,,,,,,,à vendre  manar 1 en face clinique el manar  un appartement en s3 de 119m² rdc. avec place de parking . prix   260md négociable avec une  grande terrasse. pour plus d'informations merci de contacter le 22.719.703
5024,5024,670000.0,225.0,225.0,,TUNIS,LA MARSA,,Marsa Plage,,0,appartement,Oui,,,,,,,,,"Bat’Immo vous propose à la vente un appartement au 1  Etage, situé au cœur de Marsa Plage à 2mn de Zéphyr, composé d’un grand SalonSAM avec balcon, Suite parentale (chambre, dressing, SDB), 2 chambres à coucher, SDE, Cuisine bien aménagée. L’immeuble est gardé jour et nuit. Finition très luxueuse, une place de parking au soussol avec cellier, Ascenseur, Vidéophone… Avec un Rendement Locatif très important de 4.8% Surface   225m² Prix 670 MDT   Contact HB. 20 31 61 91"
5523,5523,160000.0,51.0,51.0,,TUNIS,,,36 nahej lahdid ben souika tunis,,0,appartement,Non,,,,,,,,,Trois appartements à beb souika Raid chaussée 2 chambres toilette et cuisine 1er étage salon deux chambres toilette avec douche cuisine 2 ème étage deux chambres toilette avec douche et cuisine 1er et 2eme étage entré commun
5533,5533,325000.0,115.0,115.0,,TUNIS,LA MARSA,,LA MARSA,,2,appartement,Non,,,,,,,,,"APPARTEMENT CYCAS V809 A vendre chez l'agence TPS IMMOBILIERE Hammamet, un coquet appartement de standing situé dans une résidence bien gardée avec ascenseur à la Marsa ouest à proximité de la foret de Gammarth..  L'appartement se trouve au 3eme étage et comporte un grand salon, deux chambres, un hall avec un dressing, une salle de bain, une salle d'eau et une belle cuisine moderne avec un séchoir.  L'appartement est chauffé et climatisé et dispose d'un cellier et d'une place de parking au soussol. Nos agents sont à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. Veuillez contacter Mme SIRINE sur ces numéros   52080909, 52631000"
5993,5993,534999996.0,145.0,145.0,1053.0,TUNIS,LA MARSA,BERGE DU LAC,Les berges du lac 2,,2,appartement,Oui,,,,,,,,,"Ce luxueux appartement de type S+2, situé au premier étage d'une résidence calme, sécurisée et récemment construite en 2014.  Ces trois pièces sont composés d'un salon revêtu de travertin, lumineux grâce à sa porte fenêtre qui offre une vue sur un jardin public.  La cuisine est soigneusement aménagée et équipée de plaque, hotte, four et lave vaisselle. Elle est complétée d'un spacieux séchoir.  Une salle d'eau pour les invités ainsi qu'un espace de rangement sont disponibles dans la partie jour.  Dans le compartiment nuit on trouve deux chambres à coucher revêtues de parquet et munies de placards encastrés. Elles se partagent une salle de bain avec baignoire et cabine de douche. Une place de parking est disponible au soussol."
6169,6169,280000.0,123.0,123.0,,TUNIS,EL MENZAH,,Manzah 9c,,0,appartement,Oui,,,,,,,,,Appartement à vendre S+2 avec une grande terrasse et un espace de jeux pour enfants
6275,6275,220000.0,117.0,117.0,2017.0,TUNIS,LE BARDO,KHAZNADAR,Cité El mourabin Khaznadar Tunis,,4,appartement,Oui,,,,,,,,,A vendre S+3 au 4 ème étage en très bonne état composé de    Salon avec balcon  3 chambres à coucher avec placards  Salle d'eau + Salle de bain  cuisine bien équipée avec séchoir (éléments + hotte aspirante)  Place parking avec Abri Résidence bien entretenue et gardée 24/24h près de toutes les commodités surface  117 m² Prix   220.000 TND NB   l'appartement n'a jamais était loué Prix légèrement négociable pour les sérieux
6579,6579,545000.0,141.0,141.0,1053.0,TUNIS,LA MARSA,BERGE DU LAC,Les berges du Lac 2,,2,appartement,Oui,,,,,,,,,"Cet appartement de 141 m² avec une vue sur une rue principale, occupe le premier étage d'une résidence munie d'un ascenseur. Ce dernier se situe dans un quartier résidentiel doté d'un bon voisinage et proche de toutes les commodités ( banque, Tunisia mall, Restaurant .. ). A l'entrée on découvre la partie jour qui peut contenir un salon lumineuse grâce à son accès à un balcon.  Un couloir nous mène à une cuisine fonctionnelle, elle est aménagée et équipée par une plaque chauffante, une hotte aspirante et d'un four encastré. Elle donne accès à une terrasse exploitable.  Une salle d'eau pour invités complète la partie jour.  Un couloir aménagé par un dressing, menant à la partie nuit, cette dernière loge une suite parentale avec jacuzzi et une chambre à coucher. La climatisation en split et le chauffage est centralisé. Un abri de voiture est disponible. L'appartement se caractérise par son orientation optimale, il est très ensoleillé.  Pour plus d'information veuillez Contacter votre conseillère en immobilier Mlle Imene au 58 309 909/58 309 900.La vitrine immo, l'immobilier nouvelle génération."
6630,6630,500000.0,170.0,170.0,1053.0,TUNIS,LA MARSA,BERGE DU LAC,lac1,,0,appartement,Oui,,,,,,,,,"appartement a vendre ou lac1 S+4 d'une superficie de 240m2 au quatrième étage ,l’entrée dessert un salon tapisse en marbre thela .la cuisine équipée et complétée par un séchoir la partie nuit est compose par trois chambre a coucher .ll est située ou pleine cœur de lac1 un place de parking au soussol est disponible prix,500 000 pour plus d'info ou visite appeler agence colombus lac1 95502825"
6849,6849,250000.0,130.0,130.0,,TUNIS,LA SOUKRA,,Résidence Elyes Ben Mahmoud Soukra l'Aouina Tunis,,0,appartement,Oui,,,,,,,,,Résidence Elyes Ben Mahmoud Soukra l'Aouina Appartement à vendre Salon salle à manger plus 4 chambres ( s+4) Titre foncier  130 m2  Bien éclairé et lumineux  Bien aéré et très bien orienté  Balcon spacieux et bien aménagé  Séchoir spacieux et bien aménagé  Chauffage central  Clim dans toutes les chambres  Chambres spacieuses  2e étage sans voisin audessus  Escaliers très confortables  Sans vis avis des 4 cotés  Parking très spacieux  Bien desservi et très accessible  Toutes les commodités à deux pas  250 mille dinars
7057,7057,600000.0,240.0,240.0,1053.0,TUNIS,LA MARSA,BERGE DU LAC,lac1,,4,appartement,Oui,,,,,,,,,"appartement ou lac1 a vendre d'une superficie de 240m2 S+3 plus terrasse de 100m2 ,l’entrée donne sur un salonsalle a manger qui bénéficient d'un accès sur la terrasse .compartiment nuit est composée de trois chambre a coucher . place de parking est un cellier  prix.600000 MD légèrement négociable pour plus d'info ou visite appeler agence colombus lac1 95502825"
